PART,SECTION,DESCRIPTION,,
Information about the partnership,A,Partnership's employer identification number (EIN),,
Information about the partnership,B,"Partnership's name, address, city, state, and ZIP code",,
Information about the partnership,C,,,
Information about the partnership,D,,,
Information about the partnership,,,,
Information about the partnership,E,"Does Part I apply? If ""Yes,"" complete and attach Part I ",,
Information about the partnership,E,"Does Part II apply? If ""Yes,"" complete and attach Part II",,
Information about the partnership,E,"Does Part III apply? If ""Yes,"" complete and attach Part III",,
Information about the partnership,E,"Does Part IV apply? If ""Yes,"" complete and attach Part IV ",,
Information about the partnership,E,"Does Part V apply? If ""Yes,"" complete and attach Part V",,
Information about the partnership,E,"Does Part VI apply? If ""Yes,"" complete and attach Part VI ",,
Information about the partnership,E,"Does Part VII apply? If ""Yes,"" complete and attach Part VII ",,
Information about the partnership,E,"Does Part VIII apply? If ""Yes,"" complete and attach Part VIII",,
Information about the partnership,E,"Does Part IX apply? If ""Yes,"" complete and attach Part IX ",,
Information about the partnership,E,"Does Part X apply? If ""Yes,"" complete and attach Part X",,
Information about the partnership,E,"Does Part XI apply? If ""Yes,"" complete and attach Part XI",,
Information about the partnership,E,"Does Part XI apply? If ""Yes,"" complete and attach Part XIII",,
Part I -  Partner's Share Of Partnership's Other Current Year International Information ,,1 - Gain On Personal Property Sale (Yes No),,
Part I -  Partner's Share Of Partnership's Other Current Year International Information ,,2 - Foreign Oil And Gas Taxes (Yes No),,
Part I -  Partner's Share Of Partnership's Other Current Year International Information ,,3 - Splitter Arrangements (Yes No),,
Part I -  Partner's Share Of Partnership's Other Current Year International Information ,,4 - Foreign Tax Translation (Yes No),,
Part I -  Partner's Share Of Partnership's Other Current Year International Information ,,5 - High-taxed Income (Yes No),,
Part I -  Partner's Share Of Partnership's Other Current Year International Information ,,6 - Section 267a Disallowed Deduction (Yes No),,
Part I -  Partner's Share Of Partnership's Other Current Year International Information ,,7 - Reserved For Future Use (Yes No),,
Part I -  Partner's Share Of Partnership's Other Current Year International Information ,,8 - Form 5471 Information (Yes No),,
Part I -  Partner's Share Of Partnership's Other Current Year International Information ,,9 - Other Forms (Yes No),,
Part I -  Partner's Share Of Partnership's Other Current Year International Information ,,10 - Partner Loan Transactions (Yes No),,
Part I -  Partner's Share Of Partnership's Other Current Year International Information ,,11 - Dual Consolidated Loss (Yes No),,
Part I -  Partner's Share Of Partnership's Other Current Year International Information ,,12 - Form 8865 Information (Yes No),,
Part I -  Partner's Share Of Partnership's Other Current Year International Information ,,13 - Other International Items (Yes No),,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,1 - Sales Desc,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,1 - Sales (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,1 - Sales (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,1 - Sales (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,1 - Sales (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,1 - Sales (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,1 - Sales (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,1 - Sales (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,2 - Gross Income From Performance Of Services Desc,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,2 - Gross Income From Performance Of Services (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,2 - Gross Income From Performance Of Services (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,2 - Gross Income From Performance Of Services (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,2 - Gross Income From Performance Of Services (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,2 - Gross Income From Performance Of Services (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,2 - Gross Income From Performance Of Services (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,2 - Gross Income From Performance Of Services (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,3 - Gross Rental Real Estate Income Desc,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,3 - Gross Rental Real Estate Income (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,3 - Gross Rental Real Estate Income (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,3 - Gross Rental Real Estate Income (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,3 - Gross Rental Real Estate Income (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,3 - Gross Rental Real Estate Income (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,3 - Gross Rental Real Estate Income (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,3 - Gross Rental Real Estate Income (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,4 - Other Gross Rental Income Desc,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,4 - Other Gross Rental Income (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,4 - Other Gross Rental Income (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,4 - Other Gross Rental Income (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,4 - Other Gross Rental Income (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,4 - Other Gross Rental Income (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,4 - Other Gross Rental Income (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,4 - Other Gross Rental Income (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,5 - Guaranteed Payments Desc,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,5 - Guaranteed Payments (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,5 - Guaranteed Payments (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,5 - Guaranteed Payments (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,5 - Guaranteed Payments (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,5 - Guaranteed Payments (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,5 - Guaranteed Payments (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,5 - Guaranteed Payments (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,6 - Interest Income Desc,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,6 - Interest Income (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,6 - Interest Income (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,6 - Interest Income (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,6 - Interest Income (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,6 - Interest Income (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,6 - Interest Income (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,6 - Interest Income (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,7 - Ordinary Dividends Desc,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,7 - Ordinary Dividends (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,7 - Ordinary Dividends (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,7 - Ordinary Dividends (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,7 - Ordinary Dividends (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,7 - Ordinary Dividends (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,7 - Ordinary Dividends (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,7 - Ordinary Dividends (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,8 - Qualified Dividends Desc,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,8 - Qualified Dividends (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,8 - Qualified Dividends (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,8 - Qualified Dividends (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,8 - Qualified Dividends (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,8 - Qualified Dividends (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,8 - Qualified Dividends (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,8 - Qualified Dividends (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,10 - Royalties And License Fees Desc,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,10 - Royalties And License Fees (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,10 - Royalties And License Fees (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,10 - Royalties And License Fees (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,10 - Royalties And License Fees (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,10 - Royalties And License Fees (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,10 - Royalties And License Fees (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,10 - Royalties And License Fees (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,11 - Net Short-term Capital Gain Desc,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,11 - Net Short-term Capital Gain (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,11 - Net Short-term Capital Gain (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,11 - Net Short-term Capital Gain (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,11 - Net Short-term Capital Gain (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,11 - Net Short-term Capital Gain (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,11 - Net Short-term Capital Gain (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,11 - Net Short-term Capital Gain (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,12 - Net Long-term Capital Gain Desc,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,12 - Net Long-term Capital Gain (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,12 - Net Long-term Capital Gain (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,12 - Net Long-term Capital Gain (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,12 - Net Long-term Capital Gain (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,12 - Net Long-term Capital Gain (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,12 - Net Long-term Capital Gain (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,12 - Net Long-term Capital Gain (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,13 - Collectibles (28%) Gain Desc,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,13 - Collectibles (28%) Gain (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,13 - Collectibles (28%) Gain (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,13 - Collectibles (28%) Gain (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,13 - Collectibles (28%) Gain (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,13 - Collectibles (28%) Gain (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,13 - Collectibles (28%) Gain (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,13 - Collectibles (28%) Gain (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,14 - Unrecaptured Section 1250 Gain Desc,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,14 - Unrecaptured Section 1250 Gain (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,14 - Unrecaptured Section 1250 Gain (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,14 - Unrecaptured Section 1250 Gain (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,14 - Unrecaptured Section 1250 Gain (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,14 - Unrecaptured Section 1250 Gain (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,14 - Unrecaptured Section 1250 Gain (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,14 - Unrecaptured Section 1250 Gain (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,15 - Net Section 1231 Gain Desc,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,15 - Net Section 1231 Gain (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,15 - Net Section 1231 Gain (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,15 - Net Section 1231 Gain (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,15 - Net Section 1231 Gain (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,15 - Net Section 1231 Gain (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,15 - Net Section 1231 Gain (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,15 - Net Section 1231 Gain (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,16 - Section 986(c) Gain (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,16 - Section 986(c) Gain (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,16 - Section 986(c) Gain (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,16 - Section 986(c) Gain (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,16 - Section 986(c) Gain (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,16 - Section 986(c) Gain (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,16 - Section 986(c) Gain (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,17 - Section 987 Gain (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,17 - Section 987 Gain (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,17 - Section 987 Gain (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,17 - Section 987 Gain (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,17 - Section 987 Gain (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,17 - Section 987 Gain (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,17 - Section 987 Gain (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,18 - Section 988 Gain (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,18 - Section 988 Gain (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,18 - Section 988 Gain (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,18 - Section 988 Gain (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,18 - Section 988 Gain (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,18 - Section 988 Gain (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,18 - Section 988 Gain (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,20 - Other Income Desc,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,20 - Other Income (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,20 - Other Income (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,20 - Other Income (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,20 - Other Income (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,20 - Other Income (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,20 - Other Income (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,20 - Other Income (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,24 - Total Gross Income Desc,,US
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,24 - Total Gross Income (A) Us Source,,1979
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,24 - Total Gross Income (B) Foreign Branch Category Income,,0
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,24 - Total Gross Income (C) Passive Category Income,,0
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,24 - Total Gross Income (D) General Category Income,,0
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,24 - Total Gross Income (E) Other,,0
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,24 - Total Gross Income (F) Sourced By Partner,,0
Part II -  Foreign Tax Credit Limitation,Section 1 - Gross Income,24 - Total Gross Income (G) Total,,1979
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 25 - Expenses Allocable To Sales Income (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 25 - Expenses Allocable To Sales Income (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 25 - Expenses Allocable To Sales Income (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 25 - Expenses Allocable To Sales Income (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 25 - Expenses Allocable To Sales Income (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 25 - Expenses Allocable To Sales Income (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 25 - Expenses Allocable To Sales Income (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 26 - Expenses Allocable To Gross Income From Performance Of Services (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 26 - Expenses Allocable To Gross Income From Performance Of Services (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 26 - Expenses Allocable To Gross Income From Performance Of Services (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 26 - Expenses Allocable To Gross Income From Performance Of Services (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 26 - Expenses Allocable To Gross Income From Performance Of Services (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 26 - Expenses Allocable To Gross Income From Performance Of Services (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 26 - Expenses Allocable To Gross Income From Performance Of Services (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 27 - Net Short-term Capital Loss (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 27 - Net Short-term Capital Loss (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 27 - Net Short-term Capital Loss (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 27 - Net Short-term Capital Loss (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 27 - Net Short-term Capital Loss (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 27 - Net Short-term Capital Loss (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 27 - Net Short-term Capital Loss (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 28 - Net Long-term Capital Loss (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 28 - Net Long-term Capital Loss (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 28 - Net Long-term Capital Loss (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 28 - Net Long-term Capital Loss (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 28 - Net Long-term Capital Loss (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 28 - Net Long-term Capital Loss (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 28 - Net Long-term Capital Loss (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 29 - Collectibles Loss (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 29 - Collectibles Loss (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 29 - Collectibles Loss (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 29 - Collectibles Loss (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 29 - Collectibles Loss (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 29 - Collectibles Loss (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 29 - Collectibles Loss (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 30 - Net Section 1231 Loss (A) Us Source,,
